Price,Model,Year,لون السيارة,نوع الوقود,أصل السيارة,رخصة السيارة,نوع الجير,الزجاج,قوة الماتور,عداد السيارة,عدد الركاب,وسيلة الدفع,معروضة,أصحاب سابقون,إضافات
['93000'],سكودا اوكتافيا,2016.0,أسود ميتالك,بنزين,خصوصي,فلسطينية,نصف اوتوماتيك,الكتروني,1400,٦٠٠٠٠,,نقدا فقط,للبيع فقط,,"مُكيّف
إغلاق مركزي
جنطات مغنيسيوم
فرش جلد
وسادة حماية هوائية"
['17000'],سوبارو عريض,1987.0,أزرق,بنزين,خصوصي,فلسطينية,عادي,يدوي,1600,,4+1,إمكانية التقسيط,للبيع أو التبديل,,"جهاز إنذار
مسجل CD
جنطات مغنيسيوم
فرش جلد"
,,,,,,,,,,,,,,,
['40000'],اوبل استرا,2006.0,خمري,بنزين,خصوصي,فلسطينية,عادي,الكتروني,1600,,4+1,نقدا فقط,للتبديل فقط,٤,"مُكيّف
إغلاق مركزي
مسجل CD
فتحة سقف"
['57000'],مرسيدس 412,1996.0,أبيض عاجي,ديزل,خصوصي,فلسطينية,عادي,الكتروني,2500,,6+1,نقدا فقط,للبيع فقط,5,
['48000'],بيجو بارتنر,2008.0,أبيض,ديزل,خصوصي,فلسطينية,عادي,الكتروني,1600,220000,4+1,نقدا فقط,للبيع أو التبديل,يد ثانية,"مُكيّف
إغلاق مركزي
مسجل CD
فرش جلد
وسادة حماية هوائية"
['7000'],اودي 1985,1985.0,بنفسجي,بنزين,خصوصي,فلسطينية,اوتوماتيك,يدوي,1600,,4+1,نقدا فقط,للبيع فقط,يد ثامنه,
['77000'],فولكسفاجن كادي,2012.0,أزرق,ديزل,خصوصي,فلسطينية,عادي,الكتروني,1600,,6+1,إمكانية التقسيط,للبيع أو التبديل,2,"مُكيّف
إغلاق مركزي
جهاز إنذار
مسجل CD
جنطات مغنيسيوم
فرش جلد
وسادة حماية هوائية"
['20000'],بيجو 205,1999.0,أبيض عاجي,بنزين,خصوصي,فلسطينية,عادي,الكتروني,1400,160 الف,4+1,نقدا فقط,للبيع فقط,يد رابعه,"مُكيّف
إغلاق مركزي
جهاز إنذار
مسجل CD
جنطات مغنيسيوم
فرش جلد
وسادة حماية هوائية"
['50000'],كيا فورتي,2009.0,أبيض,بنزين,خصوصي,فلسطينية,اوتوماتيك,الكتروني,1600,١,4+1,إمكانية التقسيط,للبيع أو التبديل,يد ٣,"مُكيّف
إغلاق مركزي
جهاز إنذار
مسجل CD
جنطات مغنيسيوم
فرش جلد
وسادة حماية هوائية"
['24000'],دايو لانوس,1997.0,كحلي,بنزين,خصوصي,فلسطينية,عادي,الكتروني,1500,123456,4+1,إمكانية التقسيط,للبيع أو التبديل,4,"إغلاق مركزي
مسجل CD"
['80000'],سكودا اوكتافيا,2013.0,أسود,ديزل,خصوصي,فلسطينية,عادي,الكتروني,1600,200000,4+1,إمكانية التقسيط,للبيع فقط,2,"مُكيّف
إغلاق مركزي
جهاز إنذار
مسجل CD
جنطات مغنيسيوم
وسادة حماية هوائية"
['22000'],بيجو 306,1998.0,فضي,بنزين,خصوصي,فلسطينية,اوتوماتيك,الكتروني,1800,,4+1,نقدا فقط,للبيع فقط,,"إغلاق مركزي
جنطات مغنيسيوم
فرش جلد
وسادة حماية هوائية"
['72000'],هونداي اكسنت,2017.0,ذهبي,بنزين,خصوصي,فلسطينية,اوتوماتيك,الكتروني,1400,,,نقدا فقط,للبيع أو التبديل,1,"مُكيّف
إغلاق مركزي
جهاز إنذار
مسجل CD
فتحة سقف
جنطات مغنيسيوم
فرش جلد
وسادة حماية هوائية"
['108000'],فولكسفاجن باسات,2015.0,فيراني,ديزل,خصوصي,فلسطينية,اوتوماتيك,الكتروني,2000,110,,نقدا فقط,للبيع فقط,,"مُكيّف
إغلاق مركزي
جهاز إنذار
مسجل CD
وسادة حماية هوائية"
['115000'],كيا سورينتو,2011.0,سكني,ديزل,خصوصي,فلسطينية,اوتوماتيك,الكتروني,2200,17000,6+1,إمكانية التقسيط,للبيع أو التبديل,2,"مُكيّف
إغلاق مركزي
جهاز إنذار
مسجل CD
فتحة سقف
جنطات مغنيسيوم
فرش جلد
وسادة حماية هوائية"
['97000'],سكودا اوكتافيا,2017.0,سكني,ديزل,خصوصي,فلسطينية,اوتوماتيك,الكتروني,1600,١٦٠,,إمكانية التقسيط,للبيع فقط,٠,"مُكيّف
إغلاق مركزي
مسجل CD
جنطات مغنيسيوم
وسادة حماية هوائية"
['110000'],سكودا اوكتافيا,2016.0,كحلي,بنزين,خصوصي,فلسطينية,اوتوماتيك,الكتروني,1400,60000,4+1,إمكانية التقسيط,للبيع فقط,يد أولى,"مُكيّف
إغلاق مركزي
جهاز إنذار
مسجل CD
فتحة سقف
جنطات مغنيسيوم
وسادة حماية هوائية"
['74000'],سيت ليون,2017.0,فيراني,بنزين,خصوصي,فلسطينية,عادي,الكتروني,1200,65,4+1,إمكانية التقسيط,للبيع أو التبديل,2,"مُكيّف
إغلاق مركزي
جهاز إنذار
مسجل CD
جنطات مغنيسيوم
وسادة حماية هوائية"
,,,,,,,,,,,,,,,
['58000'],اوبل كورسا,2017.0,فيراني,بنزين,خصوصي,فلسطينية,عادي,الكتروني,1400,40,4+1,نقدا فقط,للبيع أو التبديل,0,"مُكيّف
إغلاق مركزي
جهاز إنذار
مسجل CD
جنطات مغنيسيوم"
['36000'],مرسيدس 200,1998.0,زيتي,بنزين,خصوصي,فلسطينية,عادي,الكتروني,2000,170 ألف كيلو,4+1,نقدا فقط,للبيع فقط,يد أولى,"مُكيّف
إغلاق مركزي
جهاز إنذار
مسجل CD
فتحة سقف
جنطات مغنيسيوم
فرش جلد
وسادة حماية هوائية"
['85000'],كيا اوبتيما,2015.0,أبيض عاجي,ديزل,خصوصي,فلسطينية,اوتوماتيك,الكتروني,1700,60,4+1,نقدا فقط,للبيع فقط,يد اولى,"مُكيّف
إغلاق مركزي
جهاز إنذار
مسجل CD
جنطات مغنيسيوم
فرش جلد
وسادة حماية هوائية"
,,,,,,,,,,,,,,,
['13000'],فيات اونو,1995.0,خمري,بنزين,تأجير,فلسطينية,عادي,يدوي,1400,٢٠٠٠٠,4+1,نقدا فقط,للبيع فقط,يد خامسه,"مُكيّف
مسجل CD
وسادة حماية هوائية"
['32000'],فيات بونتو,2009.0,سكني,بنزين,خصوصي,فلسطينية,عادي,الكتروني,1250,٢٢٠,4+1,نقدا فقط,للبيع فقط,9,"مُكيّف
إغلاق مركزي
مسجل CD
جنطات مغنيسيوم
وسادة حماية هوائية"
['50000'],فولكسفاجن LT,2004.0,أبيض عاجي,ديزل,تجاري,فلسطينية,عادي,الكتروني,2500,٢٥٠٠٠٠,,نقدا فقط,للبيع فقط,١,"مُكيّف
إغلاق مركزي
جهاز إنذار
مسجل CD"
['93500'],سكودا اوكتافيا,2016.0,أسود ميتالك,ديزل,خصوصي,فلسطينية,عادي,الكتروني,2000,١٨٠,4+1,نقدا فقط,للبيع فقط,٠,"مُكيّف
إغلاق مركزي
جهاز إنذار
مسجل CD
جنطات مغنيسيوم
وسادة حماية هوائية"
['40000'],اودي A4,2002.0,ذهبي,بنزين,خصوصي,فلسطينية,اوتوماتيك,الكتروني,2000,,4+1,إمكانية التقسيط,للبيع أو التبديل,,"مُكيّف
مسجل CD
فتحة سقف
جنطات مغنيسيوم
فرش جلد
وسادة حماية هوائية"
['40000'],سكودا اوكتافيا,2004.0,فضي,ديزل,عمومي,فلسطينية,عادي,الكتروني,1900,445677,4+1,إمكانية التقسيط,للبيع أو التبديل,يد خامسه,"مُكيّف
إغلاق مركزي
جهاز إنذار
مسجل CD
جنطات مغنيسيوم"
,,,,,,,,,,,,,,,
['88500'],سكودا اوكتافيا,2015.0,سكني,ديزل,خصوصي,فلسطينية,اوتوماتيك,الكتروني,1600,10800,4+1,نقدا فقط,للبيع فقط,يد ثانية,"مُكيّف
إغلاق مركزي
جهاز إنذار
مسجل CD
جنطات مغنيسيوم
وسادة حماية هوائية"
['53000'],كيا سول,2011.0,بترولي,بنزين,خصوصي,فلسطينية,اوتوماتيك,الكتروني,1600,115,4+1,إمكانية التقسيط,للبيع أو التبديل,3,"مُكيّف
إغلاق مركزي
جهاز إنذار
مسجل CD
جنطات مغنيسيوم
فرش جلد
وسادة حماية هوائية"
['13000'],اوبل اسكونا,1983.0,خمري,بنزين,خصوصي,فلسطينية,عادي,يدوي,1300,11112222,4+1,نقدا فقط,للبيع أو التبديل,12,"جهاز إنذار
مسجل CD
جنطات مغنيسيوم
فرش جلد"
['75000'],بي ام دبليو 325,2002.0,أسود,بنزين,خصوصي,فلسطينية,عادي,الكتروني,3000,1600000,4+1,إمكانية التقسيط,للبيع أو التبديل,يد رابعة,"مُكيّف
إغلاق مركزي
جهاز إنذار
مسجل CD
فتحة سقف
جنطات مغنيسيوم
فرش جلد
وسادة حماية هوائية"
['60000'],سيت ليون,2011.0,رصاصي,بنزين,خصوصي,فلسطينية,عادي,الكتروني,1400,000,4+1,إمكانية التقسيط,للبيع أو التبديل,2,"مُكيّف
إغلاق مركزي
جهاز إنذار
مسجل CD
جنطات مغنيسيوم
فرش جلد
وسادة حماية هوائية"
['31000'],سكودا اوكتافيا,2001.0,أبيض عاجي,ديزل,عمومي,فلسطينية,عادي,الكتروني,1900,,,نقدا فقط,للبيع فقط,,"مُكيّف
إغلاق مركزي
جهاز إنذار
مسجل CD
فرش جلد
وسادة حماية هوائية"
['43000'],كيا ريو,2007.0,سكني,بنزين,خصوصي,فلسطينية,اوتوماتيك,الكتروني,1600,,4+1,نقدا فقط,للبيع فقط,1,"مُكيّف
إغلاق مركزي
جهاز إنذار
مسجل CD
جنطات مغنيسيوم
فرش جلد
وسادة حماية هوائية"
['82000'],سيت ابيزا,2018.0,أبيض عاجي,بنزين,خصوصي,فلسطينية,اوتوماتيك,الكتروني,1000,68000,4+1,نقدا فقط,للبيع فقط,1,"مُكيّف
إغلاق مركزي
جهاز إنذار
مسجل CD
جنطات مغنيسيوم
فرش جلد
وسادة حماية هوائية"
['42000'],بيجو 307,2007.0,رمادي,بنزين,خصوصي,فلسطينية,اوتوماتيك,الكتروني,1600,100000 كيلو,4+1,نقدا فقط,للبيع فقط,3,"مُكيّف
إغلاق مركزي
جنطات مغنيسيوم
وسادة حماية هوائية"
['55000'],فورد فوكس,2012.0,كحلي,بنزين,خصوصي,فلسطينية,اوتوماتيك,الكتروني,1600,,,نقدا فقط,للبيع أو التبديل,,"مُكيّف
إغلاق مركزي
مسجل CD
وسادة حماية هوائية"
['90000'],هونداي توسان,2015.0,أبيض,بنزين,خصوصي,فلسطينية,اوتوماتيك,الكتروني,2000,١٢٠٠٠,4+1,إمكانية التقسيط,للبيع أو التبديل,٠,"مُكيّف
إغلاق مركزي
جهاز إنذار
مسجل CD
فتحة سقف
جنطات مغنيسيوم
فرش جلد
وسادة حماية هوائية"
['46000'],فورد فوكس,2012.0,أبيض,بنزين,خصوصي,فلسطينية,اوتوماتيك,الكتروني,1600,88000,4+1,نقدا فقط,للبيع فقط,,
['25000'],بيجو 206,2006.0,أبيض,بنزين,خصوصي,فلسطينية,اوتوماتيك,يدوي,1400,125000,4+1,نقدا فقط,للبيع فقط,يد ثانيه,"مُكيّف
إغلاق مركزي
مسجل CD"
['37000'],بيجو 207,2008.0,أسود,بنزين,خصوصي,فلسطينية,اوتوماتيك,الكتروني,1600,85000,4+1,نقدا فقط,للبيع فقط,3,"مُكيّف
إغلاق مركزي
جنطات مغنيسيوم
وسادة حماية هوائية"
['65000'],سكودا يتي,2012.0,فضي,بنزين,خصوصي,فلسطينية,نصف اوتوماتيك,الكتروني,1200,,4+1,إمكانية التقسيط,للبيع فقط,٣,"مُكيّف
إغلاق مركزي
جهاز إنذار
مسجل CD
جنطات مغنيسيوم
فرش جلد
وسادة حماية هوائية"
['58000'],هونداي اكسنت,2014.0,أبيض,ديزل,خصوصي,فلسطينية,اوتوماتيك,الكتروني,1600,91000,4+1,نقدا فقط,للبيع أو التبديل,يد اولى,"مُكيّف
إغلاق مركزي
مسجل CD
جنطات مغنيسيوم
فرش جلد
وسادة حماية هوائية"
['63000'],رينو كليو,2016.0,أسود ميتالك,بنزين,خصوصي,فلسطينية,اوتوماتيك,الكتروني,1400,51000,4+1,إمكانية التقسيط,للبيع أو التبديل,يد اولى,"مُكيّف
إغلاق مركزي
جهاز إنذار
مسجل CD
جنطات مغنيسيوم
وسادة حماية هوائية"
['30000'],فولكسفاجن باسات,1998.0,أسود,بنزين,خصوصي,فلسطينية,نصف اوتوماتيك,الكتروني,1800,٢٤٠٠٠٠,4+1,نقدا فقط,للبيع فقط,٥,"مُكيّف
إغلاق مركزي
جهاز إنذار
مسجل CD
جنطات مغنيسيوم
وسادة حماية هوائية"
['35000'],اوبل زافيرا,2003.0,كحلي,ديزل,خصوصي,فلسطينية,عادي,الكتروني,2000,63000,6+1,نقدا فقط,للبيع فقط,3,"مُكيّف
إغلاق مركزي
مسجل CD
جنطات مغنيسيوم
فرش جلد
وسادة حماية هوائية"
['45000'],سكودا اوكتافيا,2005.0,أزرق سماوي,ديزل,خصوصي,فلسطينية,عادي,الكتروني,1900,,4+1,نقدا فقط,للبيع فقط,,"مُكيّف
إغلاق مركزي
جهاز إنذار
مسجل CD
جنطات مغنيسيوم
فرش جلد
وسادة حماية هوائية"
['70000'],سكودا اوكتافيا,2011.0,زيتي,ديزل,خصوصي,فلسطينية,اوتوماتيك,الكتروني,1600,٢٣٠٠٠,4+1,إمكانية التقسيط,للبيع فقط,يد ثانيه,"مُكيّف
إغلاق مركزي
جهاز إنذار
مسجل CD
فتحة سقف
جنطات مغنيسيوم
فرش جلد
وسادة حماية هوائية"
['83000'],سكودا اوكتافيا,2015.0,كحلي,بنزين,خصوصي,فلسطينية,اوتوماتيك,الكتروني,1400,53000,4+1,نقدا فقط,للبيع فقط,يد أولى,"مُكيّف
إغلاق مركزي
جهاز إنذار
مسجل CD
وسادة حماية هوائية"
['70000'],هونداي i25,2013.0,أحمر,بنزين,خصوصي,فلسطينية,اوتوماتيك,الكتروني,1600,0000,,نقدا فقط,للبيع أو التبديل,000,"مُكيّف
إغلاق مركزي
جهاز إنذار
مسجل CD
فتحة سقف
جنطات مغنيسيوم
فرش جلد
وسادة حماية هوائية"
['25000'],فيات بونتو,1996.0,أبيض عاجي,بنزين,حكومي,فلسطينية,عادي,الكتروني,1600,158000,4+1,إمكانية التقسيط,للبيع أو التبديل,2,"مُكيّف
إغلاق مركزي
مسجل CD
جنطات مغنيسيوم"
['20000'],دايو ماتيز,2002.0,أخضر,بنزين,خصوصي,فلسطينية,عادي,الكتروني,800,150000,4+1,نقدا فقط,للبيع فقط,ثالثة,"مُكيّف
إغلاق مركزي
جهاز إنذار
جنطات مغنيسيوم
وسادة حماية هوائية"
['70000'],فورد مونديو,2010.0,رمادي,بنزين,خصوصي,فلسطينية,اوتوماتيك,الكتروني,2265,٠٣٢٥٣٨,4+1,نقدا فقط,للبيع فقط,يد ٢,"مُكيّف
إغلاق مركزي
مسجل CD
جنطات مغنيسيوم
فرش جلد
وسادة حماية هوائية"
['43000'],فولكسفاجن جولف,2008.0,سكني,بنزين,خصوصي,فلسطينية,اوتوماتيك,الكتروني,1600,١٢٠,4+1,نقدا فقط,للبيع فقط,٢,"مُكيّف
إغلاق مركزي
جهاز إنذار
مسجل CD
جنطات مغنيسيوم
وسادة حماية هوائية"
['33000'],هونداي جيتس,2007.0,ذهبي,بنزين,خصوصي,فلسطينية,عادي,الكتروني,1400,,4+1,نقدا فقط,للبيع فقط,,"مُكيّف
إغلاق مركزي
مسجل CD"
['58000'],كيا سول,2010.0,بترولي,ديزل,خصوصي,فلسطينية,اوتوماتيك,الكتروني,1600,,4+1,إمكانية التقسيط,للبيع أو التبديل,,"مُكيّف
إغلاق مركزي
جهاز إنذار
مسجل CD
فتحة سقف
جنطات مغنيسيوم
فرش جلد
وسادة حماية هوائية"
['33500'],هونداي اكسنت,2006.0,أزرق سماوي,بنزين,خصوصي,فلسطينية,اوتوماتيك,الكتروني,1500,,4+1,نقدا فقط,للبيع أو التبديل,,"مُكيّف
إغلاق مركزي
جهاز إنذار
مسجل CD"
['66000'],هونداي اكسنت,2017.0,فضي,بنزين,خصوصي,فلسطينية,اوتوماتيك,الكتروني,1400,24000,4+1,إمكانية التقسيط,للبيع أو التبديل,مش منمره,"مُكيّف
إغلاق مركزي
مسجل CD
جنطات مغنيسيوم
فرش جلد
وسادة حماية هوائية"
['38000'],سوزوكي Kawasaki,2017.0,أسود,بنزين,خصوصي,فلسطينية,عادي,الكتروني,250,13000,1+1,إمكانية التقسيط,للبيع فقط,١,
['75000'],سيت ليون,2015.0,فيراني,بنزين,خصوصي,فلسطينية,عادي,الكتروني,1200,100000,4+1,نقدا فقط,للبيع فقط,3,"مُكيّف
إغلاق مركزي
مسجل CD
جنطات مغنيسيوم
وسادة حماية هوائية"
['40000'],بيجو بارتنر,2007.0,أزرق,ديزل,خصوصي,فلسطينية,عادي,الكتروني,2000,,,إمكانية التقسيط,للبيع فقط,,"إغلاق مركزي
جهاز إنذار
مسجل CD
جنطات مغنيسيوم
فرش جلد
وسادة حماية هوائية"
['65000'],هونداي اكسنت,2015.0,أبيض,بنزين,خصوصي,فلسطينية,اوتوماتيك,الكتروني,1400,,4+1,إمكانية التقسيط,للبيع فقط,١,"مُكيّف
إغلاق مركزي
جهاز إنذار
مسجل CD
جنطات مغنيسيوم
فرش جلد
وسادة حماية هوائية"
,,,,,,,,,,,,,,,
['39000'],هوندا سيفيك,2006.0,رمادي,بنزين,خصوصي,فلسطينية,اوتوماتيك,الكتروني,1800,,4+1,نقدا فقط,للبيع فقط,,"مُكيّف
إغلاق مركزي
مسجل CD
جنطات مغنيسيوم
وسادة حماية هوائية"
['125000'],مرسيدس E300,2008.0,أزرق سماوي,بنزين,خصوصي,فلسطينية,اوتوماتيك,الكتروني,3000,200,4+1,نقدا فقط,للبيع أو التبديل,2,"مُكيّف
إغلاق مركزي
جهاز إنذار
مسجل CD
فتحة سقف
جنطات مغنيسيوم
فرش جلد
وسادة حماية هوائية"
,,,,,,,,,,,,,,,
['39000'],فورد فيستا,2013.0,أزرق,بنزين,خصوصي,فلسطينية,عادي,الكتروني,1250,95000,4+1,نقدا فقط,للبيع فقط,يد ثانية,"مُكيّف
إغلاق مركزي
جهاز إنذار
مسجل CD
فتحة سقف
جنطات مغنيسيوم
فرش جلد
وسادة حماية هوائية"
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
['170000'],فولفو FM 7,2014.0,أبيض عاجي,ديزل,خصوصي,فلسطينية,عادي,الكتروني,210,,2+1,نقدا فقط,للبيع فقط,يد أولى,"مُكيّف
جهاز إنذار
مسجل CD
فرش جلد"
['7000'],فولكسفاجن جيتا,1982.0,بيج,بنزين,خصوصي,فلسطينية,عادي,يدوي,1200,,4+1,إمكانية التقسيط,للبيع فقط,3,مسجل CD
['20000'],مرسيدس 230,1986.0,أبيض عاجي,بنزين,عمومي,فلسطينية,اوتوماتيك,الكتروني,2300,٥٦٦٦٦,4+1,إمكانية التقسيط,للبيع فقط,٣,"مُكيّف
إغلاق مركزي
مسجل CD
فتحة سقف
جنطات مغنيسيوم
فرش جلد"
['45000'],كيا سيراتو,2008.0,أبيض عاجي,بنزين,خصوصي,فلسطينية,اوتوماتيك,الكتروني,1600,125000,4+1,نقدا فقط,للبيع فقط,3,"مُكيّف
إغلاق مركزي
جنطات مغنيسيوم
فرش جلد
وسادة حماية هوائية"
['112000'],مازدا 3,2017.0,أبيض,بنزين,خصوصي,فلسطينية,اوتوماتيك,الكتروني,2000,60000,4+1,إمكانية التقسيط,للبيع أو التبديل,1,"مُكيّف
إغلاق مركزي
جهاز إنذار
مسجل CD
جنطات مغنيسيوم
وسادة حماية هوائية"
['41000'],كيا بيكانتو,2014.0,بيج,بنزين,خصوصي,فلسطينية,اوتوماتيك,الكتروني,1000,٥٦٠٠٠,,نقدا فقط,للبيع فقط,ثانيه,"مُكيّف
إغلاق مركزي
جهاز إنذار
مسجل CD
جنطات مغنيسيوم
فرش جلد
وسادة حماية هوائية"
['105000'],سكودا اوكتافيا,2016.0,أبيض,ديزل,خصوصي,فلسطينية,اوتوماتيك,الكتروني,2000,80000,4+1,نقدا فقط,للبيع فقط,أولى,
['35000'],اوبل استرا,2006.0,فضي,بنزين,خصوصي,فلسطينية,عادي,الكتروني,1600,,4+1,نقدا فقط,للبيع فقط,,"مُكيّف
إغلاق مركزي
جهاز إنذار
مسجل CD
وسادة حماية هوائية"
['8000'],رينو R9,1983.0,أبيض عاجي,بنزين,خصوصي,فلسطينية,عادي,يدوي,1100,,4+1,إمكانية التقسيط,للبيع أو التبديل,7,مسجل CD
['139999'],مرسيدس GLA200,2014.0,فيراني,بنزين,خصوصي,فلسطينية,اوتوماتيك,الكتروني,1600,49000,4+1,نقدا فقط,للبيع فقط,1,"مُكيّف
إغلاق مركزي
جهاز إنذار
مسجل CD
فتحة سقف
جنطات مغنيسيوم
فرش جلد
وسادة حماية هوائية"
['83000'],سكودا اوكتافيا,2014.0,فضي,ديزل,خصوصي,فلسطينية,عادي,الكتروني,1600,١٨٠٠٠٠,4+1,نقدا فقط,للبيع فقط,٢,"مُكيّف
إغلاق مركزي
مسجل CD
جنطات مغنيسيوم
وسادة حماية هوائية"
['35000'],بيجو بارتنر,2007.0,فضي,ديزل,خصوصي,فلسطينية,عادي,يدوي,1600,,,إمكانية التقسيط,للبيع أو التبديل,,
['77000'],سيت ليون,2017.0,أسود,بنزين,خصوصي,فلسطينية,عادي,الكتروني,1200,٤٦,,نقدا فقط,للبيع فقط,,"مُكيّف
إغلاق مركزي
جهاز إنذار
مسجل CD
جنطات مغنيسيوم
وسادة حماية هوائية"
['66000'],هونداي اكسنت,2015.0,أبيض,بنزين,خصوصي,فلسطينية,اوتوماتيك,الكتروني,1400,٦٩٠٠٠,4+1,نقدا فقط,للبيع فقط,اولى,"مُكيّف
إغلاق مركزي
جهاز إنذار
مسجل CD
فتحة سقف
جنطات مغنيسيوم
فرش جلد
وسادة حماية هوائية"
,,,,,,,,,,,,,,,
['64000'],هونداي اكسنت,2016.0,أبيض,بنزين,خصوصي,فلسطينية,اوتوماتيك,الكتروني,1400,,4+1,نقدا فقط,للبيع فقط,,"مُكيّف
إغلاق مركزي
جهاز إنذار
مسجل CD
وسادة حماية هوائية"
['75000'],مرسيدس C200,2008.0,أبيض,ديزل,عمومي,فلسطينية,اوتوماتيك,الكتروني,2200,000000,4+1,إمكانية التقسيط,للبيع أو التبديل,2,"مُكيّف
إغلاق مركزي
مسجل CD
جنطات مغنيسيوم
فرش جلد
وسادة حماية هوائية"
['58900'],سيت ابيزا,2015.0,أبيض,بنزين,خصوصي,فلسطينية,اوتوماتيك,الكتروني,1200,50000,4+1,نقدا فقط,للبيع فقط,ايد ثانية,"مُكيّف
إغلاق مركزي
جهاز إنذار
مسجل CD
وسادة حماية هوائية"
['30000'],اوبل استرا,2000.0,فضي,بنزين,خصوصي,فلسطينية,عادي,الكتروني,1600,300000,4+1,نقدا فقط,للبيع فقط,يد ثانية,"مُكيّف
إغلاق مركزي
جنطات مغنيسيوم
وسادة حماية هوائية"
['100000'],ستروين بيرلينجو,2018.0,رمادي,ديزل,خصوصي,فلسطينية,عادي,الكتروني,1600,30000,4+1,نقدا فقط,للبيع فقط,يد أولى,"مُكيّف
إغلاق مركزي
جهاز إنذار
مسجل CD
وسادة حماية هوائية"
['55000'],مرسيدس 220,1999.0,أبيض,ديزل,عمومي,فلسطينية,اوتوماتيك,الكتروني,2500,,4+1,نقدا فقط,للبيع فقط,,"مُكيّف
إغلاق مركزي
مسجل CD
فتحة سقف
جنطات مغنيسيوم
وسادة حماية هوائية"
['29000'],اوبل كورسا,2003.0,خمري,بنزين,خصوصي,فلسطينية,اوتوماتيك,الكتروني,1400,230000,4+1,نقدا فقط,للبيع فقط,4,"مُكيّف
إغلاق مركزي
مسجل CD
جنطات مغنيسيوم
وسادة حماية هوائية"
['40000'],مرسيدس 914,1997.0,أبيض,ديزل,تجاري,فلسطينية,عادي,يدوي,3600,6000000,5+1,إمكانية التقسيط,للبيع أو التبديل,3,"مُكيّف
مسجل CD
فتحة سقف
جنطات مغنيسيوم"
['70000'],سيت ليون,2014.0,كحلي,بنزين,خصوصي,فلسطينية,اوتوماتيك,الكتروني,1200,80 الف,4+1,نقدا فقط,للبيع فقط,,
['85000'],هونداي سوناتا,2014.0,سكني,هايبرد,خصوصي,فلسطينية,اوتوماتيك,الكتروني,2400,42000,,إمكانية التقسيط,للبيع أو التبديل,2,"مُكيّف
إغلاق مركزي
جهاز إنذار
مسجل CD
فتحة سقف
جنطات مغنيسيوم
فرش جلد
وسادة حماية هوائية"
['77000'],ستروين  C4,2012.0,بنفسجي,ديزل,خصوصي,فلسطينية,اوتوماتيك,الكتروني,1600,١٥٠,4+1,إمكانية التقسيط,للبيع أو التبديل,يد ثانية,"مُكيّف
إغلاق مركزي
جهاز إنذار
مسجل CD
جنطات مغنيسيوم
فرش جلد
وسادة حماية هوائية"
['62000'],سكودا اوكتافيا,2011.0,فيراني,ديزل,عمومي,فلسطينية,عادي,الكتروني,1900,,,إمكانية التقسيط,للبيع فقط,,
['34000'],مرسيدس E200,1992.0,أبيض عاجي,بنزين,خصوصي,فلسطينية,عادي,يدوي,2000,150,4+1,نقدا فقط,للبيع فقط,1,"مُكيّف
إغلاق مركزي
مسجل CD
فتحة سقف
جنطات مغنيسيوم"
['160000'],سكودا سوبيرب,2018.0,ذهبي,بنزين,خصوصي,فلسطينية,اوتوماتيك,الكتروني,2000,25000,4+1,إمكانية التقسيط,للبيع فقط,0,"مُكيّف
إغلاق مركزي
جهاز إنذار
مسجل CD
فتحة سقف
جنطات مغنيسيوم
فرش جلد
وسادة حماية هوائية"
['65000'],سيت ليون,2015.0,أسود,بنزين,خصوصي,فلسطينية,عادي,الكتروني,1200,96000,4+1,نقدا فقط,للبيع فقط,يد اولى,"مُكيّف
إغلاق مركزي
مسجل CD
جنطات مغنيسيوم
فرش جلد
وسادة حماية هوائية"
['13000'],فولكسفاجن جولف,2006.0,ذهبي,بنزين,خصوصي,نمرة صفراء,اوتوماتيك,الكتروني,1600,,4+1,نقدا فقط,للبيع فقط,,"مُكيّف
إغلاق مركزي
جهاز إنذار
مسجل CD
فتحة سقف
جنطات مغنيسيوم
وسادة حماية هوائية"
['117000'],فولكسفاجن جولف,2016.0,أسود ميتالك,بنزين,خصوصي,فلسطينية,اوتوماتيك,الكتروني,1400,73000,4+1,إمكانية التقسيط,للبيع أو التبديل,1,"مُكيّف
إغلاق مركزي
جهاز إنذار
مسجل CD
فتحة سقف
جنطات مغنيسيوم
فرش جلد
وسادة حماية هوائية"
['43000'],كيا برايد,2008.0,أزرق,بنزين,خصوصي,فلسطينية,اوتوماتيك,الكتروني,1600,,4+1,نقدا فقط,للبيع فقط,,"مُكيّف
إغلاق مركزي
مسجل CD
جنطات مغنيسيوم
فرش جلد
وسادة حماية هوائية"
['36000'],بيجو 207,2011.0,خمري,بنزين,خصوصي,فلسطينية,اوتوماتيك,الكتروني,1600,116,4+1,نقدا فقط,للبيع فقط,1,"مُكيّف
إغلاق مركزي
جهاز إنذار
مسجل CD
جنطات مغنيسيوم
وسادة حماية هوائية"
['44000'],هوندا سيفيك,2007.0,فضي,بنزين,خصوصي,فلسطينية,اوتوماتيك,الكتروني,1800,,,نقدا فقط,للبيع فقط,2,"مُكيّف
إغلاق مركزي
جهاز إنذار
مسجل CD
فرش جلد
وسادة حماية هوائية"
